Resource ID,Resource Name,Resource URL,Description,Archived,Format,Type,Runtime,Subject Areas,Authoring Organization,Intended Audiences,Record Modified,Resource Revised
L003421112,Privacy Research & Clinical Text Deidentification with NLM-Scrubber,https://youtu.be/3g5wCeDTjpA,"We strive to discover new clinical facts to promote evidence-based clinical sciences, but such potential discoveries are locked in electronic health record systems due to privacy concerns. Unfortunately, there is no silver bullet to resolve this vexing social concern. In this presentation, Dr. Mehmet Kayaalp deconstructs the problem to understand what makes privacy so complex. How can we tap into big health data while preserving the privacy of the patient? One technological solution is NLM-Scrubber, a clinical text de-identification tool developed at the National Library of Medicine. Dr. Kayaalp discusses what NLM-Scrubber offers to clinical scientists, data managers, and privacy officers in academic medical settings.",false,MP4 Video,YouTube Video,60,Clinical Medicine; Data Management,Network of the National Library of Medicine,User; Trainer; Developer,10/12/2022 12:00:00 AM,03/17/2020 12:00:00 AM
L001629112,Providing Multilingual and Multicultural Health Information,https://www.nnlm.gov/training/class-catalog/providing-multilingual-health-information,This class is designed to assist librarians and others who work with diverse populations in locating health information. The resources presented are selected for their emphasis on providing culturally relevant information in the preferred language of the population.,false,HTML,On-Demand Course,,Health Services Research,Network of the National Library of Medicine,Trainer,09/08/2023 12:00:00 AM,05/23/2022 12:00:00 AM
L003541112,Proximity Searching in PubMed,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/proximity/index.html,This tutorial demonstrates how to use proximity searching to find terms close to each other in PubMed. Search for multiple terms appearing in any order within a specified distance of one another in the [Title] or [Title/Abstract] fields.,false,MP4 Video,Quick Tour,4,PubMed,Office of Engagement and Training,User; Trainer,11/30/2022 12:00:00 AM,11/29/2022 12:00:00 AM
L003542112,Proximity Searching in PubMed,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_Proximity_Searching_SCORM.zip,This tutorial demonstrates how to use proximity searching to find terms close to each other in PubMed. Search for multiple terms appearing in any order within a specified distance of one another in the [Title] or [Title/Abstract] fields.,false,ZIP,SCORM Package,4,PubMed,Office of Engagement and Training,Trainer,11/30/2022 12:00:00 AM,11/30/2022 12:00:00 AM
L003182112,PubChem,https://www.nlm.nih.gov/oet/ed/pubchem/tutorial/index.html,"This self-paced PubChem tutorial guides you through how to access chemical property and structure data that the hundreds of academic, government, and industrial sources contribute to PubChem.",false,HTML,Tutorial,120,Drugs and Chemicals; PubChem,Office of Engagement and Training,User; Trainer,10/17/2022 12:00:00 AM,07/22/2022 12:00:00 AM
L003232112,PubChem,https://www.nnlm.gov/Brq5S,"The world's largest collection of freely accessible chemical information. This brief guide to PubChem is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.",false,PDF,Document,,Drugs and Chemicals; PubChem,Network of the National Library of Medicine,Trainer,09/12/2023 12:00:00 AM,08/12/2022 12:00:00 AM
L003181112,PubChem - On Demand,https://www.nnlm.gov/training/class-catalog/pubchem-tutorial,"This self-paced PubChem tutorial guides you through how to access chemical property and structure data that hundreds of academic, government and industrial sources contribute to PubChem.",false,HTML,On-Demand Course,120,Drugs and Chemicals; PubChem,Office of Engagement and Training,User; Trainer,10/21/2022 12:00:00 AM,07/22/2022 12:00:00 AM
L003641112,PubChem - SCORM tutorial,https://www.nlm.nih.gov/oet/ed/pubchem/tutorial/PubChem_SCORM.zip,"This self-paced PubChem tutorial guides you through how to access chemical property and structure data that the hundreds of academic, government, and industrial sources contribute to PubChem. This is the SCORM version for download and use in course management systems.",false,ZIP,SCORM Package,60,PubChem,Office of Engagement and Training,Trainer; Developer,12/20/2022 12:00:00 AM,07/22/2022 12:00:00 AM
L000661112,PubMed Essentials - On Demand,https://www.nnlm.gov/training/class-catalog/pubmed-essentials-demand,"If you’re new to PubMed or just want a refresher, this online class is designed for you. The class is made up of 10 short units that include videos, exercises and quizzes. The class gives you the chance to explore PubMed at your own pace with guided tours and exercises. This class takes about 1 hour to complete.",false,HTML,On-Demand Course,60,PubMed,Network of the National Library of Medicine,User,11/25/2022 12:00:00 AM,09/02/2021 12:00:00 AM
L003305112,PubMed Find Articles By Author,https://www.youtube.com/watch?v=I_Qq6Jf7sBI,A brief tutorial on how to find articles by an author using PubMed.,false,MP4 Video,YouTube Video,3,PubMed,Office of Engagement and Training,User; Trainer,10/26/2022 12:00:00 AM,09/07/2022 12:00:00 AM
L003281112,PubMed Find Articles from a Citation,https://www.youtube.com/watch?v=lgL6Oa-tj0E,A brief tutorial on how to find articles in PubMed using a citation.,false,MP4 Video,YouTube Video,1,PubMed,Office of Engagement and Training,User; Trainer,10/26/2022 12:00:00 AM,08/26/2022 12:00:00 AM
L003581112,PubMed Proximity Searching,https://www.youtube.com/watch?v=-pa3argv1XQ,This tutorial demonstrates how to use proximity searching to find terms close to each other in PubMed. Search for multiple terms appearing in any order within a specified distance of one another in the [Title] or [Title/Abstract] fields.,false,MP4 Video,YouTube Video,4,PubMed,Office of Engagement and Training,User; Trainer,12/05/2022 12:00:00 AM,11/30/2022 12:00:00 AM
L001262112,PubMed Subject Search: How It Works,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_SubjectSearchHowItWorks.zip,A brief tutorial on how automatic term mapping and explosion enhance your PubMed search (SCORM version).,false,ZIP,SCORM Package,4,PubMed,Office of Engagement and Training,User; Trainer,12/22/2022 12:00:00 AM,12/22/2022 12:00:00 AM
L001261112,PubMed Subject Search: How It Works,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/topic_how_it_works/index.html,A brief tutorial on how automatic term mapping and explosion enhance your PubMed search.,false,MP4 Video,Quick Tour,4,PubMed,Office of Engagement and Training,User; Trainer,05/11/2023 12:00:00 AM,12/22/2022 12:00:00 AM
L003663112,PubMed Subject Search: How it Works,https://www.youtube.com/watch?v=S11S0EuJ0O8,A brief tutorial on how automatic term mapping and explosion enhance your PubMed search.,false,MP4 Video,YouTube Video,4,PubMed,Office of Engagement and Training,User; Trainer,12/27/2022 12:00:00 AM,12/22/2022 12:00:00 AM
L001701112,PubMed Update for the Medical Library Association (MLA) 2020 Virtual Conference,https://www.nlm.nih.gov/oet/exhibits/mla/2020/PubMed_Update.html,Marie Collins from the National Library of Medicine provides a PubMed update for the Medical Library Association (MLA) 2020 Virtual Conference.,false,MP4 Video,Webinar,17,PubMed,Office of Engagement and Training,User,10/26/2022 12:00:00 AM,07/23/2020 12:00:00 AM
L003861112,PubMed and MedlinePlus: Consumer Health,https://www.youtube.com/watch?v=s14qYid3EAU,Help patients and their families find research in PubMed using MedlinePlus.,false,MP4 Video,YouTube Video,5,MedlinePlus; PubMed,Office of Engagement and Training,User; Trainer,05/11/2023 12:00:00 AM,02/01/2023 12:00:00 AM
L001381112,PubMed and MedlinePlus: Consumer health,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/consumer/index.html,Help consumers find research in PubMed using MedlinePlus.,false,MP4 Video,Quick Tour,3,MedlinePlus; PubMed,Office of Engagement and Training,Trainer,02/01/2023 12:00:00 AM,01/31/2023 12:00:00 AM
L003301112,PubMed: Buscar artículos de una cita,https://www.youtube.com/watch?v=3Eqag5Welco&t=1s,Siga estas instrucciones para buscar artículos de una cita en PubMed.,false,MP4 Video,YouTube Video,1,PubMed,Office of Engagement and Training,User; Trainer,10/26/2022 12:00:00 AM,08/26/2022 12:00:00 AM
L002703112,PubMed: Buscar artículos de una cita | PubMed: Search for articles from a citation (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/citation/index.html,Siga estas instrucciones para buscar artículos de una cita en PubMed.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,08/26/2022 12:00:00 AM,08/11/2022 12:00:00 AM
L003306112,PubMed: Buscar artículos por autor,https://www.youtube.com/watch?v=VCIj1ANcbL4,Siga estas instrucciones para buscar artículos por autor en PubMed.,false,MP4 Video,YouTube Video,3,PubMed,Office of Engagement and Training,User; Trainer,10/26/2022 12:00:00 AM,09/07/2022 12:00:00 AM
L002702112,PubMed: Buscar artículos por autor | PubMed: Search for articles by author (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/author/index.html,Siga estas instrucciones para buscar artículos por autor.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,01/06/2022 12:00:00 AM,01/06/2022 12:00:00 AM
L003084112,PubMed: Buscar artículos por revista,https://www.youtube.com/watch?v=x7ttXy5SXWY,Siga estas instrucciones para buscar artículos por revista en PubMed. Aprende más de PubMed en el seccion “Recursos en español” en la pagina PubMed Online Training: https://www.nlm.nih.gov/oet/ed/pubmed/.,false,MP4 Video,YouTube Video,2,PubMed; Other,Office of Engagement and Training,User; Trainer; Developer,10/26/2022 12:00:00 AM,06/15/2022 12:00:00 AM
L002705112,PubMed: Buscar artículos por revista | PubMed: Search for articles by journal (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/journal/index.html,Siga estas instrucciones para buscar artículos por revista en PubMed.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,06/13/2022 12:00:00 AM,06/10/2022 12:00:00 AM
L003082112,PubMed: Buscar artículos sobre un tema,https://www.youtube.com/watch?v=7rBxVCOmnPk,Este video describe como buscar artículos sobre un tema en PubMed. Aprende más de PubMed en el seccion “Recursos en español” en la pagina PubMed Online Training: https://www.nlm.nih.gov/oet/ed/pubmed/.,false,MP4 Video,YouTube Video,1,PubMed; Other,Network of the National Library of Medicine,User; Trainer; Developer,06/27/2022 12:00:00 AM,06/03/2022 12:00:00 AM
L002706112,PubMed: Buscar artículos sobre un tema | PubMed: Search for articles about a topic (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/topic/index.html,Como buscar artículos sobre un tema en PubMed.,false,MP4 Video,Quick Tour,1,PubMed,Office of Engagement and Training,User,06/03/2022 12:00:00 AM,06/01/2022 12:00:00 AM
L003662112,PubMed: Buscar los últimos tratamientos para una enfermedad o trastorno | PubMed: Find the Latest Treatments for a Disease or Disorder (Spanish),https://www.youtube.com/watch?v=MjkVRYE_o3I,Cómo buscar los últimos tratamientos para una enfermedad o trastorno en PubMed.,false,MP4 Video,YouTube Video,2,PubChem,Office of Engagement and Training,User; Trainer,12/27/2022 12:00:00 AM,12/20/2022 12:00:00 AM
L002708112,PubMed: Buscar los últimos tratamientos para una enfermedad o trastorno | PubMed: Search for the latest treatments (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/treatment/index.html,Cómo buscar los últimos tratamientos para una enfermedad o trastorno en PubMed.,false,MP4 Video,Quick Tour,3,PubMed,Office of Engagement and Training,User,12/20/2022 12:00:00 AM,12/20/2022 12:00:00 AM
L002707112,PubMed: Cómo funciona | PubMed: How it Works (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/topic_how_it_works/index.html,Cómo funciona PubMed.,false,MP4 Video,Quick Tour,4,PubMed,Office of Engagement and Training,User,12/22/2022 12:00:00 AM,12/22/2022 12:00:00 AM
L00673080,PubMed: Find Articles by Author,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesByAuthor.zip,How to search for an author in PubMed using the search box and Advanced Search (SCORM version).,false,ZIP,SCORM Package,2,PubMed,Office of Engagement and Training,Trainer; Developer,10/26/2022 12:00:00 AM,09/05/2022 12:00:00 AM
L003085112,PubMed: Find Articles by Journal,https://www.youtube.com/watch?v=Y00YwzgWvaw,"A brief tutorial on how to find articles from a journal using PubMed.. For more educational materials on PubMed, see PubMed Online Training at https://www.nlm.nih.gov/oet/ed/pubmed/.",false,MP4 Video,YouTube Video,2,PubMed; Other,Office of Engagement and Training,User; Trainer; Developer,10/26/2022 12:00:00 AM,06/15/2022 12:00:00 AM
L00679080,PubMed: Find Articles by Journal,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesByJournal.zip,How to search for a journal in PubMed (SCORM version).,false,ZIP,SCORM Package,2,PubMed,Office of Engagement and Training,Trainer; Developer,05/11/2023 12:00:00 AM,02/07/2022 12:00:00 AM
L00674080,PubMed: Find Articles from a Citation,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesFromCitation.zip,"Find an article from the author, journal source, publication date or other citation data using PubMed (SCORM version).",false,ZIP,SCORM Package,3,PubMed,Office of Engagement and Training,Trainer; Developer,08/26/2022 12:00:00 AM,08/08/2022 12:00:00 AM
L00681080,PubMed: Find Articles on a Topic,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesOnTopic.zip,How to craft a simple topic search of PubMed (SCORM version).,false,ZIP,SCORM Package,2,PubMed,Office of Engagement and Training,Trainer; Developer,07/08/2022 12:00:00 AM,06/01/2022 12:00:00 AM
L001241112,PubMed: Find articles by author,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/author/index.html,A brief tutorial on how to find articles by an author using PubMed.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,10/26/2022 12:00:00 AM,09/05/2022 12:00:00 AM
L001243112,PubMed: Find articles by journal,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/journal/index.html,A brief tutorial on how to find articles from a journal using PubMed.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,10/26/2022 12:00:00 AM,06/10/2022 12:00:00 AM
L001244112,PubMed: Find articles from a citation,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/citation/index.html,A brief tutorial on how to find articles from citation information using PubMed.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,10/26/2022 12:00:00 AM,08/08/2022 12:00:00 AM
L001242112,PubMed: Find articles on a topic,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/topic/index.html,A brief tutorial on how to find articles on a topic using PubMed.,false,MP4 Video,Quick Tour,1,PubMed,Office of Engagement and Training,User,10/26/2022 12:00:00 AM,06/01/2022 12:00:00 AM
L003083112,PubMed: Find articles on a topic,https://www.youtube.com/watch?v=gErYwpoLcAg,"A brief tutorial on how to find articles on a topic using PubMed. For more educational materials on PubMed, see PubMed Online Training at https://www.nlm.nih.gov/oet/ed/pubmed/.",false,MP4 Video,YouTube Video,1,PubMed; Other,Office of Engagement and Training,User; Trainer; Developer,10/26/2022 12:00:00 AM,06/03/2022 12:00:00 AM
L00683080,PubMed: Find the Latest Treatments for a Disease,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindLatestTreatment_SCORM.zip,How to quickly find articles about treatment for a disease using PubMed (SCORM version).,false,ZIP,SCORM Package,2,PubMed,Office of Engagement and Training,Trainer; Developer,12/20/2022 12:00:00 AM,12/20/2022 12:00:00 AM
L003661112,PubMed: Find the Latest Treatments for a Disease or Disorder,https://www.youtube.com/watch?v=3GtH1q2pk54,A brief tutorial on how to find the latest treatments for a disease or disorder using PubMed.,false,MP4 Video,YouTube Video,2,PubMed,Office of Engagement and Training,User; Trainer,12/27/2022 12:00:00 AM,12/20/2022 12:00:00 AM
L001245112,PubMed: Find the latest treatments for a disease or disorder,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/treatment/index.html,A brief tutorial on how to find the latest treatments for a disease or disorder using PubMed.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,12/20/2022 12:00:00 AM,12/20/2022 12:00:00 AM
L003623112,PubMed: Get the Full Text,https://www.youtube.com/watch?v=jLiWNY8WsFo,PubMed: Get the Full Text,false,MP4 Video,YouTube Video,2,PubMed,Office of Engagement and Training,User; Trainer,12/19/2022 12:00:00 AM,12/14/2022 12:00:00 AM
L00677080,PubMed: Get the Full Text of an Article,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_GetFullText.zip,How to link to the full text from PubMed (SCORM version).,false,ZIP,SCORM Package,2,My NCBI; PubMed,Office of Engagement and Training,Trainer; Developer,12/20/2022 12:00:00 AM,12/07/2022 12:00:00 AM
L001246112,PubMed: Get the full text for an article,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/fulltext/index.html,A brief tutorial on how to get the full text for an article cited in PubMed.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,12/07/2022 12:00:00 AM,12/07/2022 12:00:00 AM
L002701112,PubMed: Guardar búsquedas y configurar alertas por correo electrónico | PubMed: Save searches and set up e-mail alerts (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/alerts/index.html,Siga estas instrucciones para crear una alerta.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,12/14/2022 12:00:00 AM,12/13/2022 12:00:00 AM
L003622112,PubMed: Guardar búsquedas y configurar alertas por correo electrónico | PubMed: Save searches and set up e-mail alerts (Spanish),https://www.youtube.com/watch?v=wXpiECHFSEU,Siga estas instrucciones para crear una alerta de PubMed.,false,MP4 Video,YouTube Video,3,My NCBI; PubMed,Office of Engagement and Training,User; Trainer,12/19/2022 12:00:00 AM,12/15/2022 12:00:00 AM
L003624112,PubMed: Obtener el texto completo de un artículo | PubMed: Get the Full Text (Spanish),https://www.youtube.com/watch?v=xpprIh-sRV8,Este video describe como obtener el texto completo de un artículo de PubMed.,false,MP4 Video,YouTube Video,3,PubMed,Office of Engagement and Training,User; Trainer,12/19/2022 12:00:00 AM,12/14/2022 12:00:00 AM
L002704112,PubMed: Obtener el texto completo de un artículo | PubMed: Obtain the full text of an article (Spanish),https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/fulltext/index.html,Como obtener el texto completo de un artículo de PubMed.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,12/07/2022 12:00:00 AM,12/07/2022 12:00:00 AM
L003621112,PubMed: Save Searches and Set E mail Alerts,https://www.youtube.com/watch?v=xSjwcEK6fFw,How to save a search and email search results in PubMed.,false,MP4 Video,YouTube Video,2,My NCBI; PubMed,Office of Engagement and Training,User; Trainer,12/19/2022 12:00:00 AM,12/15/2022 12:00:00 AM
L00680080,PubMed: Save Searches and Set E-mail Alerts,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_SaveSearchesEmailAlerts.zip,How to save a search and email search results in PubMed (SCORM version).,false,ZIP,SCORM Package,2,My NCBI; PubMed,Office of Engagement and Training,Trainer; Developer,12/20/2022 12:00:00 AM,12/13/2022 12:00:00 AM
L001247112,PubMed: Save searches and set e-mail alerts,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/alerts/index.html,A brief tutorial on how to get alerts for articles on a topic using PubMed.,false,MP4 Video,Quick Tour,2,PubMed,Office of Engagement and Training,User,12/14/2022 12:00:00 AM,12/13/2022 12:00:00 AM
L003781112,PubMed: Using the Advanced Search Builder,https://www.youtube.com/watch?v=-JS5f0REiV0,Learn to use PubMed's Advanced Search features to refine your search with the example of a publication date range; and find journal and author names using the autocomplete feature.,false,MP4 Video,YouTube Video,3,PubMed,Office of Engagement and Training,User; Trainer,01/17/2023 12:00:00 AM,01/12/2023 12:00:00 AM
L001721112,PubMed: Using the Advanced Search Builder,https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/advanced/index.html,Learn to use PubMed's Advanced Search features to refine your search with the example of a publication date range; and find journal and author names using the autocomplete feature.,false,MP4 Video,Quick Tour,3,PubMed,Office of Engagement and Training,User,01/12/2023 12:00:00 AM,01/09/2023 12:00:00 AM
L001865112,PubPeer,https://pubpeer.com/,An online Journal club,false,HTML,Page,,Preprints,External Organization,User,01/25/2023 12:00:00 AM,01/24/2023 12:00:00 AM
L002368112,Public Health Webinar Series,https://www.nnlm.gov/training/class-catalog/public-health-webinar-series,"In this series of webinars, NNLM will host a guest speaker to discuss a health information topic relevant to the public health workforce.",false,HTML,Webinar Source Page,,Public Health,Network of the National Library of Medicine,User; Trainer,10/21/2022 12:00:00 AM,04/23/2021 12:00:00 AM
L003081112,Qué hay en PubMed,https://www.youtube.com/watch?v=7qFBxZvZgpo,"Este video describe el contenido de PubMed, incluye los procesos de selección de las revistas de MEDLINE y de PubMed Central. Aprende más de PubMed en el seccion “Recursos en español” en la pagina PubMed Online Training: https://www.nlm.nih.gov/oet/ed/pubmed/",false,MP4 Video,YouTube Video,5,PubMed; Other,Office of Engagement and Training,User; Trainer; Developer,10/26/2022 12:00:00 AM,05/24/2022 12:00:00 AM
L003363112,Rashes to Research: Scientists and Parents Confront the 1964 Rubella Epidemic: Impacts of the 1964 Rubella Epidemic - Lesson Plan,https://www.nlm.nih.gov/exhibition/rashestoresearch/education-lessonplan1.html,Students learn about the 1964 rubella epidemic in the United States through the Rashes to Research online exhibitions. They closely examine three primary sources featured in the exhibition in exploring how the epidemic impacted different groups of people.,false,HTML,Page,,K-12 Education; History of Medicine,History of Medicine,User; Trainer,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L003350112,"Renaissance Science, Magic, and Medicine in Harry Potter's World - Lesson Plans",https://www.nlm.nih.gov/exhibition/sciencemagicmedicine/education/index.html,"Renaissance Science, Magic, and Medicine in Harry Potter’s World presents the following instructional resources for educators in middle and high schools, and in higher education institutions. The resources provide instructional guides and materials that an educator may adapt in whole or in part, as he or she deems most appropriate for their students’ interests, level, and academic goals.",false,HTML,Page,,K-12 Education; History of Medicine,History of Medicine,User; Trainer,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L003706112,Report on the ClinicalTrials.gov Modernization Effort 2021-2022,https://www.nlm.nih.gov/od/bor/NLM_BOR_CTG_WG_Report_Final_102822_508.pdf,"Presents an update on the ClinicalTrials.gov Beta and Protocol Registration and Results System (PRS) Beta websites, progress made on the modernization strategic goals, stakeholder input received during the period, the modernization communication strategy, research undertaken to support the modernization effort, and future modernization activities.",false,PDF,Document,,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User,01/03/2023 12:00:00 AM,10/31/2022 12:00:00 AM
L001765112,Reporting Preprints and Other Interim Research Products,https://grants.nih.gov/grants/guide/notice-files/NOT-OD-17-050.html,"Guidance on citing preprints in applications, claiming as products of award, and posting preprints, including considerations in selecting preprint repositories.",false,HTML,Page,,Preprints,External Organization,User,01/25/2023 12:00:00 AM,03/24/2017 12:00:00 AM
L002423112,Research Data Management (RDM) On Demand: Data Curation and Documentation,https://www.nnlm.gov/training/class/rdm-demand-data-curation-and-documentation,"This introductory, four-hour, on-demand course describes the definition, types, and elements of data curation that are most important to document in research data management. Through readings, tutorials, videos, and hands-on scenarios you will learn about types of data, which data elements are important to document, and best-practices for file naming conventions.",false,HTML,On-Demand Course,240,Data Management; Data Science,Network of the National Library of Medicine,User; Trainer; Developer,10/21/2022 12:00:00 AM,04/30/2021 12:00:00 AM
L002422112,"Research Data Management (RDM) On Demand: Data Security, Storage and Preservation",https://www.nnlm.gov/training/class/rdm-demand-data-security-storage-and-preservation,"How do you keep data secure and preserved? This introductory, four-hour, on-demand course uses readings, tutorials, videos, and hands-on scenarios to show how to evaluate preservation needs of a dataset, identify appropriate data repositories for a given dataset, examine security/privacy issues with data, and explain how data policies affect data ownership, security, and storage.",false,HTML,On-Demand Course,240,Data Management; Data Science,Network of the National Library of Medicine,User; Trainer; Developer,10/21/2022 12:00:00 AM,04/30/2021 12:00:00 AM
L002369112,Research Data Management (RDM) On Demand: Data Sharing and Publishing,https://www.nnlm.gov/training/class/rdm-demand-data-sharing-and-publishing,"What are the FAIR data principles, and how do they relate to research reproducibility? This introductory, four-hour, on-demand course describes principles and challenges of data sharing, as well as data sharing incentives, open data, data citations, and data journals. Through readings, tutorials, videos, and hands-on scenarios you will increase your knowledge about data sharing and publishing.",false,HTML,On-Demand Course,240,Data Management; Data Science,Network of the National Library of Medicine,User; Trainer; Developer,10/21/2022 12:00:00 AM,04/30/2021 12:00:00 AM
L002421112,Research Data Management (RDM) On Demand: Open Science and Data Science,https://www.nnlm.gov/training/class/rdm-demand-open-science-and-data-science,"What is open science, and how does it differ from data science, and research data management? How can library staff support data science in their own work? This introductory, four-hour on-demand course introduces the concepts of open science, data science and research data management through readings, tutorials and videos. After taking this course, you will be able to describe the differences between research data management (RDM), data science, and open science, articulate how open science supports research integrity and reproducibility, and list ways librarian staff can support data science.",false,HTML,On-Demand Course,240,Data Management; Data Science,Network of the National Library of Medicine,User; Trainer; Developer,10/21/2022 12:00:00 AM,04/30/2021 12:00:00 AM
L003961112,Resources from the National Library of Medicine (NLM) for Rare Disease Day 2023,https://www.nlm.nih.gov/oet/exhibits/rdd/NLM_RDD_resources_2023.pdf,"Developed for attendees of Rare Disease Day at NIH 2023, the flyer lists NLM resources on searching for scholarly and scientific literature through PubMed, consumer health information through MedlinePlus and MedlinePlus en español, and genetic information through MedGen, Medical Genetics Summaries, GeneReviews, and NIH Genetic Testing Registry.",false,PDF,Document,,Clinical Medicine,Office of Engagement and Training,User,02/23/2023 12:00:00 AM,02/23/2023 12:00:00 AM
L001864112,Review Commons,https://www.reviewcommons.org/,Independent peer review before journal submission.,false,HTML,Page,,Preprints,External Organization,User,01/25/2023 12:00:00 AM,01/24/2023 12:00:00 AM
L003374112,"Rise, Serve, Lead! America’s Women Physicians - Lesson Plans",https://www.nlm.nih.gov/exhibition/riseservelead/resources.html,Students learn about the accomplishments of American women physicians who have expanded medical knowledge and improved the health of their communities.  Educators may adapt these resources to their students’ interests and desired learning outcomes.,false,HTML,Page,,K-12 Education; History of Medicine,History of Medicine,User; Trainer,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L001671112,Rural Health Resources,https://www.nnlm.gov/training/class-catalog/rural-health-resources,"Evidence shows that there are marked health disparities between those living in rural areas versus their urban counterparts. Not only do rural residents suffer from higher incidence of chronic illness, they also have limited access to primary care services and are more likely to be uninsured or under-insured. This webinar will describe hallmarks of rural America, identify access challenges of living in rural communities, and equip participants with tools to service the health information needs of those living in rural communities. We will explore websites from the National Library of Medicine, U.S. Department of Agriculture Economic Research Service, Rural Health Information Hub and the Robert Wood Johnson Foundation. The origins of each website will be explained. Each of the websites contain consumer-level information and offers an opportunity for data downloads. The downloads will be demonstrated. These resources are relevant to nurses, librarians, public health workers, allied healthcare professionals, educators, faith- and community-based organizations.",false,HTML,Webinar Source Page,60,Consumer Health,Network of the National Library of Medicine,User,10/21/2022 12:00:00 AM,11/18/2021 12:00:00 AM
L003229112,RxNorm,https://www.nnlm.gov/Br7vB,"A standardized vocabulary for human prescription drugs and certain over-the-counter medications available in the United States. RxNav is a browser that allows people to find drugs in RxNorm using various names and codes. This brief guide to RxNorm and RxNav is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.",false,PDF,Document,,Drugs and Chemicals; Other,Network of the National Library of Medicine,Trainer,09/12/2023 12:00:00 AM,08/12/2022 12:00:00 AM
L001903112,"SPHERES Webinar, NCBI Submission & Annotation for SARS-CoV-2",https://youtu.be/Gr20D_NcWPg,"Lydia, Eric, Linda, Yuriy and Eneida from NCBI give a detailed overview of SARS-CoV-2 sequence submission and annotation, including the VADR annotation pipeline, GenBank batch submissions, and SRA upload processes.",false,MP4 Video,YouTube Video,55,Genetics and Molecular Biology; Bioinformatics; Data Science,"Training Team, NCBI",User,12/01/2020 12:00:00 AM,11/04/2020 12:00:00 AM
L002101112,SPHERES Webinar: NCBI STAT/Host Removal,https://www.youtube.com/watch?v=qumHxte3gqs,Chris O'Sullivan and Ken Katz from NCBI present a pre-submission tool for SRA data that screens for human contamination.,false,MP4 Video,YouTube Video,45,My NCBI; Other,"Training Team, NCBI",User; Trainer,04/28/2021 12:00:00 AM,03/03/2021 12:00:00 AM
